Run,Seed,Generation,Diversity,Migrants,Epoch Size,Best Score
6,4007,5700,7.71024,4,100,6.08537
6,4007,6000,8.40538,4,100,6.08537
6,4007,6300,9.00757,4,100,6.08537
6,4007,6600,7.51061,5,100,6.08537
6,4007,6900,7.62535,5,100,6.08537
6,4007,7200,7.89043,5,100,6.08537
6,4007,7500,7.50948,5,100,6.08537
6,4007,7800,7.40317,5,100,6.08537
6,4007,8100,8.67697,6,100,6.08537
6,4007,8400,8.26596,6,100,6.08537
6,4007,8700,6.54465,6,100,6.08537
6,4007,9000,5.97212,6,100,6.08537
6,4007,9300,5.22271,6,100,6.08537
6,4007,9600,5.66323,7,100,6.08537
6,4007,9900,5.77742,7,100,6.08537
6,4007,10200,7.23591,7,100,6.08537
6,4007,10500,5.6089,7,100,6.11296
6,4007,10800,4.28423,8,100,6.1595
6,4007,11100,4.33944,8,100,6.1595
6,4007,11400,4.60006,8,100,6.21356
6,4007,11700,4.67132,9,100,6.21356
6,4007,12000,5.03948,9,100,6.21356
6,4007,12300,4.81807,9,100,6.21356
6,4007,12600,9.11768,10,100,6.26101
6,4007,12900,5.76439,10,100,6.26101
6,4007,13200,7.44104,10,100,6.30972
6,4007,13500,8.00074,11,100,6.30972
6,4007,13800,8.52466,11,100,6.32633
6,4007,14100,9.22779,12,100,6.36338
6,4007,14400,10.62872,12,100,6.36766
6,4007,14700,9.39372,13,100,6.44625
6,4007,15000,10.52848,13,100,6.49911
6,4007,15300,9.09322,14,100,6.49911
7,42,300,24.032,2,100,0.03507
7,42,600,26.3928,2,100,0.03507
7,42,900,25.52787,2,100,0.03507
7,42,1200,23.0375,2,100,0.03507
7,42,1500,27.40261,2,100,0.03507
7,42,1800,21.25368,3,100,0.03507
7,42,2100,18.91867,3,100,0.03507
7,42,2400,23.28986,3,100,0.03507
7,42,2700,14.17471,3,100,0.58092
7,42,3000,4.44747,3,100,1.39883
7,42,3300,0.009122,3,100,1.5766
7,42,3600,0.01191,3,100,1.5766
7,42,3900,0.011191,3,100,1.64457
7,42,4200,0.017096,3,100,1.83971
7,42,4500,0.0092177,4,100,2.27396
7,42,4800,0.0050744,4,100,2.29587
7,42,5100,0.0025342,4,100,2.34404
7,42,5400,0.0021047,4,100,2.34404
7,42,5700,0.0039313,4,100,2.34404
7,42,6000,0.0035666,4,100,2.34404
7,42,6300,0.0040184,4,100,2.34404
7,42,6600,0.0023234,5,100,2.34404
7,42,6900,0.0020914,5,100,2.34404
7,42,7200,0.0024975,5,100,2.34404
7,42,7500,0.0025335,5,100,2.34404
7,42,7800,0.0030916,5,100,2.37389
7,42,8100,0.0023199,6,100,2.37389
7,42,8400,0.0042086,6,100,2.37389
7,42,8700,0.0044001,6,100,2.37389
7,42,9000,0.0025006,6,100,2.37389
7,42,9300,0.0033822,6,100,2.37389
7,42,9600,0.0024983,7,100,2.37389
7,42,9900,0.0055251,7,100,2.37389
7,42,10200,0.0034544,7,100,2.37389
7,42,10500,0.0032431,7,100,2.37389
7,42,10800,0.0021258,8,100,2.37389
7,42,11100,0.0030551,8,100,2.37389
7,42,11400,0.003216,8,100,2.37389
7,42,11700,0.0044465,9,100,2.37389
7,42,12000,0.0022675,9,100,2.37389
7,42,12300,0.0040071,9,100,2.37389
7,42,12600,0.0044695,10,100,2.37389
7,42,12900,0.0033077,10,100,2.37389
7,42,13200,0.0019409,10,100,2.37389
7,42,13500,0.0062112,11,100,2.37389
7,42,13800,0.0026997,11,100,2.37389
7,42,14100,0.0025089,12,100,2.37389
7,42,14400,0.0028573,12,100,2.37389
7,42,14700,0.0022939,13,100,2.37389
7,42,15000,0.0043889,13,100,2.37389
7,42,15300,0.0028341,14,100,2.37389
8,1649,300,27.20591,2,100,0.0013011
8,1649,600,30.42561,2,100,0.0013011
8,1649,900,34.50288,2,100,0.0013011
8,1649,1200,32.77599,2,100,0.001736
8,1649,1500,25.79784,2,100,0.001736
8,1649,1800,20.15097,3,100,0.0026029
8,1649,2100,23.28995,3,100,0.0026029
8,1649,2400,22.99782,3,100,0.00636
8,1649,2700,14.99579,3,100,0.78671
8,1649,3000,1.93431,3,100,5.61491
8,1649,3300,2.02826,3,100,6.18386
8,1649,3600,1.86664,3,100,6.33328
8,1649,3900,1.69394,3,100,6.36579
8,1649,4200,1.78037,3,100,6.36579
8,1649,4500,1.79758,4,100,6.38042
8,1649,4800,1.89137,4,100,6.41916
8,1649,5100,1.97504,4,100,6.41916
8,1649,5400,2.14351,4,100,6.44425
8,1649,5700,2.39984,4,100,6.72874
8,1649,6000,2.46681,4,100,6.72941
8,1649,6300,2.44487,4,100,6.72941
8,1649,6600,2.47209,5,100,6.81955
8,1649,6900,2.42414,5,100,6.81955
8,1649,7200,2.4648,5,100,6.85283
8,1649,7500,2.64506,5,100,6.85283
8,1649,7800,2.79351,5,100,6.85283
8,1649,8100,2.95518,6,100,6.85621
8,1649,8400,2.9396,6,100,7.02311
8,1649,8700,3.27933,6,100,7.0692
8,1649,9000,4.31067,6,100,7.31523
8,1649,9300,5.45581,6,100,7.37918
8,1649,9600,9.34309,7,100,7.85711
8,1649,9900,9.49001,7,100,7.85711
8,1649,10200,9.48016,7,100,7.99776
8,1649,10500,9.33226,7,100,8.1937
8,1649,10800,9.9911,8,100,8.27163
8,1649,11100,10.43925,8,100,8.30579
8,1649,11400,9.25004,8,100,8.78862
8,1649,11700,6.9022,9,100,8.78862
8,1649,12000,8.19716,9,100,8.78862
8,1649,12300,5.92671,9,100,8.78862
8,1649,12600,5.4624,10,100,8.78862
8,1649,12900,4.91848,10,100,8.78862
8,1649,13200,5.03744,10,100,8.78862
8,1649,13500,5.06975,11,100,8.78862
8,1649,13800,4.96463,11,100,8.78862
8,1649,14100,5.04312,12,100,8.78862
8,1649,14400,4.96752,12,100,8.78862
8,1649,14700,4.99022,13,100,8.78862
8,1649,15000,5.14944,13,100,8.78862
8,1649,15300,4.64444,14,100,8.78862
9,2636,300,32.46378,2,100,0.0086315
9,2636,600,23.79455,2,100,0.0086315
9,2636,900,28.37974,2,100,0.0086315
9,2636,1200,21.8952,2,100,0.019928
9,2636,1500,13.71631,2,100,0.019928
9,2636,1800,17.09968,3,100,0.31966
9,2636,2100,11.025,3,100,4.31119
9,2636,2400,0.02756,3,100,4.54398
9,2636,2700,0.002092,3,100,4.6258
9,2636,3000,0.0022278,3,100,4.6258
9,2636,3300,0.0061111,3,100,4.62847
9,2636,3600,0.0098714,3,100,4.62847
9,2636,3900,0.012355,3,100,4.83333
9,2636,4200,0.01623,3,100,4.98334
9,2636,4500,0.018747,4,100,5.05998
9,2636,4800,0.0049144,4,100,5.26377
9,2636,5100,0.0031767,4,100,5.49231
9,2636,5400,0.0064769,4,100,6.02107
9,2636,5700,0.0041863,4,100,6.28097
9,2636,6000,0.00382,4,100,6.38473
9,2636,6300,0.0031706,4,100,6.42147
9,2636,6600,0.0016589,5,100,6.42147
9,2636,6900,0.0020203,5,100,6.42147
9,2636,7200,0.0034735,5,100,6.42147
9,2636,7500,0.0051585,5,100,6.42147
9,2636,7800,0.0033194,5,100,6.42147
9,2636,8100,0.0022733,6,100,6.42147
9,2636,8400,0.0038822,6,100,6.42147
9,2636,8700,0.0020349,6,100,6.42147
9,2636,9000,0.0022738,6,100,6.42147
9,2636,9300,0.002264,6,100,6.43601
9,2636,9600,0.0031852,7,100,6.43601
9,2636,9900,0.0021487,7,100,6.43601
9,2636,10200,0.0024714,7,100,6.43601
9,2636,10500,0.0038295,7,100,6.43601
9,2636,10800,0.003486,8,100,6.43601
9,2636,11100,0.0028962,8,100,6.43601
9,2636,11400,0.0035365,8,100,6.43601
9,2636,11700,0.0038789,9,100,6.43601
9,2636,12000,0.0024712,9,100,6.43689
9,2636,12300,0.0016228,9,100,6.49726
9,2636,12600,0.0048661,10,100,6.49726
9,2636,12900,0.0053194,10,100,6.53302
9,2636,13200,0.0043234,10,100,6.53302
9,2636,13500,0.0036642,11,100,6.53302
9,2636,13800,0.0020367,11,100,6.53302
9,2636,14100,0.0037661,12,100,6.53302
9,2636,14400,0.0032615,12,100,6.53302
9,2636,14700,0.00156,13,100,6.53302
9,2636,15000,0.002276,13,100,6.53302
9,2636,15300,0.0038568,14,100,6.53302
10,4205,300,24.52251,2,100,4.8134E-4
10,4205,600,21.10999,2,100,0.004204
10,4205,900,19.44127,2,100,0.004204
10,4205,1200,19.25842,2,100,0.004204
10,4205,1500,12.12191,2,100,4.34795
10,4205,1800,8.15691,3,100,6.22253
10,4205,2100,0.0023161,3,100,6.29307
10,4205,2400,0.0026608,3,100,6.48821
10,4205,2700,0.0027659,3,100,6.48821
10,4205,3000,0.0039285,3,100,6.48821
10,4205,3300,0.0048841,3,100,6.48821
10,4205,3600,0.0063789,3,100,6.48821
10,4205,3900,0.0038752,3,100,6.50501
10,4205,4200,0.0064148,3,100,6.50858
10,4205,4500,0.0078864,4,100,6.81254
10,4205,4800,0.0069397,4,100,6.81254
10,4205,5100,0.0012291,4,100,6.90753
10,4205,5400,0.0017151,4,100,6.90753
10,4205,5700,0.0030087,4,100,6.90753
10,4205,6000,0.0040012,4,100,6.90753
10,4205,6300,0.0050992,4,100,6.90753
10,4205,6600,0.0040452,5,100,6.911
10,4205,6900,0.0030432,5,100,7.11205
10,4205,7200,0.0034194,5,100,7.14874
10,4205,7500,0.0042938,5,100,7.51186
10,4205,7800,0.0037471,5,100,7.51711
10,4205,8100,0.0043745,6,100,7.51711
10,4205,8400,0.0044053,6,100,7.69022
10,4205,8700,0.0025267,6,100,8.02149
10,4205,9000,0.0032566,6,100,8.72288
10,4205,9300,0.0034752,6,100,8.72929
10,4205,9600,0.0019781,7,100,8.83787
10,4205,9900,0.0031726,7,100,8.83787
10,4205,10200,0.0019576,7,100,8.83787
10,4205,10500,0.001618,7,100,8.83787
10,4205,10800,0.0027565,8,100,8.83787
10,4205,11100,0.002172,8,100,8.83787
10,4205,11400,0.0018486,8,100,8.83787
10,4205,11700,0.0025875,9,100,8.83787
10,4205,12000,0.0038659,9,100,8.83787
10,4205,12300,0.0028065,9,100,8.83787
10,4205,12600,0.001239,10,100,8.83787
10,4205,12900,0.0026193,10,100,8.83787
10,4205,13200,0.0027818,10,100,8.83787
10,4205,13500,0.0024152,11,100,8.83787
10,4205,13800,0.0032665,11,100,8.83787
10,4205,14100,0.0053937,12,100,8.83787
10,4205,14400,0.0054775,12,100,8.83787
10,4205,14700,0.0051801,13,100,8.83787
10,4205,15000,0.006347,13,100,8.83787
10,4205,15300,0.0069745,14,100,8.83787
11,5445,300,21.29586,2,100,0.0047355
11,5445,600,22.21072,2,100,0.0047355
11,5445,900,18.60053,2,100,0.0069261
11,5445,1200,26.75743,2,100,0.0069261
11,5445,1500,25.0263,2,100,0.0069261
11,5445,1800,26.52103,3,100,0.0069261
11,5445,2100,26.88837,3,100,0.0069261
11,5445,2400,27.73584,3,100,0.0069261
11,5445,2700,20.73286,3,100,0.0069261
11,5445,3000,26.77148,3,100,0.0069261
11,5445,3300,17.98086,3,100,0.0069261
11,5445,3600,25.31,3,100,0.0069261
11,5445,3900,21.32846,3,100,0.0069261
11,5445,4200,18.35534,3,100,0.0069261
11,5445,4500,19.52204,4,100,0.08911
11,5445,4800,8.78621,4,100,4.22571
11,5445,5100,9.59693,4,100,8.74619
11,5445,5400,0.0034816,4,100,8.75508
11,5445,5700,0.0049335,4,100,8.81339
11,5445,6000,0.0043297,4,100,8.81339
11,5445,6300,0.003115,4,100,8.84677
11,5445,6600,0.0037986,5,100,8.84677
11,5445,6900,0.0010817,5,100,8.84677
11,5445,7200,0.0018635,5,100,8.84677
11,5445,7500,0.001804,5,100,8.84677
11,5445,7800,0.0010033,5,100,8.84677
11,5445,8100,0.0013093,6,100,8.84677
11,5445,8400,0.0031448,6,100,8.84677
11,5445,8700,0.0019392,6,100,8.84677
11,5445,9000,0.0024537,6,100,8.84677
11,5445,9300,0.0049524,6,100,8.84677
11,5445,9600,0.0050239,7,100,8.84677
11,5445,9900,0.0068525,7,100,8.84677
11,5445,10200,0.0058088,7,100,8.84677
11,5445,10500,0.0074177,7,100,8.84677
11,5445,10800,0.0037944,8,100,8.84677
11,5445,11100,0.0024656,8,100,8.84677
11,5445,11400,0.0025841,8,100,8.84677
11,5445,11700,0.0023533,9,100,8.84677
11,5445,12000,0.0030062,9,100,8.84677
11,5445,12300,0.0040342,9,100,8.87532
11,5445,12600,0.0028293,10,100,8.87532
11,5445,12900,0.0033566,10,100,8.87532
11,5445,13200,0.0035723,10,100,8.87532
11,5445,13500,0.0024496,11,100,8.87532
11,5445,13800,0.0019209,11,100,8.87532
11,5445,14100,0.0023828,12,100,8.87532
11,5445,14400,0.0025144,12,100,8.87532
11,5445,14700,0.0021071,13,100,8.87532
11,5445,15000,0.0034317,13,100,8.89639
11,5445,15300,0.0023782,14,100,8.89639
12,699,300,24.3327,2,100,2.5555E-4
12,699,600,26.36157,2,100,0.010833
12,699,900,18.95224,2,100,0.010833
12,699,1200,17.84987,2,100,0.010833
12,699,1500,23.05902,2,100,0.010833
12,699,1800,27.3055,3,100,0.010833
12,699,2100,16.38878,3,100,0.010833
12,699,2400,12.3225,3,100,1.74366
12,699,2700,0.015526,3,100,2.18397
12,699,3000,0.015561,3,100,2.22718
12,699,3300,0.017912,3,100,2.22718
12,699,3600,0.019867,3,100,2.32426
12,699,3900,0.02617,3,100,2.43038
12,699,4200,0.02867,3,100,2.55097
12,699,4500,0.02962,4,100,2.55097
12,699,4800,0.0308,4,100,2.56712
12,699,5100,0.0211,4,100,2.62338
12,699,5400,0.0213,4,100,2.63525
12,699,5700,0.0095984,4,100,2.77974
12,699,6000,0.02076,4,100,3.00076
12,699,6300,0.018344,4,100,3.00076
12,699,6600,0.0044956,5,100,3.00076
12,699,6900,0.011337,5,100,3.01637
12,699,7200,0.0076671,5,100,3.01637
12,699,7500,0.010589,5,100,3.01637
12,699,7800,0.0045165,5,100,3.01637
12,699,8100,0.0040765,6,100,3.06669
12,699,8400,0.0059973,6,100,3.11192
12,699,8700,0.0094019,6,100,3.11192
12,699,9000,0.008177,6,100,3.13212
12,699,9300,0.010093,6,100,3.13212
12,699,9600,0.013494,7,100,3.13212
12,699,9900,0.013445,7,100,3.13212
12,699,10200,0.0060606,7,100,3.13212
12,699,10500,0.0086217,7,100,3.13212
12,699,10800,0.0042567,8,100,3.13212
12,699,11100,0.0061707,8,100,3.13212
12,699,11400,0.0072158,8,100,3.13212
12,699,11700,0.010903,9,100,3.13212
12,699,12000,0.014548,9,100,3.13212
12,699,12300,0.010603,9,100,3.13212
12,699,12600,0.0094395,10,100,3.13212
12,699,12900,0.019568,10,100,3.13212
12,699,13200,0.018479,10,100,3.13212
12,699,13500,0.02614,11,100,3.13212
12,699,13800,0.014686,11,100,3.13212
12,699,14100,0.013083,12,100,3.13212
12,699,14400,0.02493,12,100,3.13212
12,699,14700,0.02679,13,100,3.13212
12,699,15000,0.03319,13,100,3.15442
12,699,15300,0.03262,14,100,3.15442
13,4263,300,25.13969,2,100,0.0018091
13,4263,600,17.26463,2,100,0.0018091
13,4263,900,18.1556,2,100,0.0048667
13,4263,1200,24.93244,2,100,0.0048667
13,4263,1500,23.05173,2,100,0.0048667
13,4263,1800,22.43618,3,100,0.0056526
13,4263,2100,25.27043,3,100,0.0056526
13,4263,2400,31.03079,3,100,0.0056526
13,4263,2700,13.45749,3,100,0.0056526
13,4263,3000,17.61844,3,100,0.0056526
13,4263,3300,18.70408,3,100,0.0056526
