Run,Seed,Generation,Diversity,Migrants,Epoch Size,Best Score
6,5321,4200,0.0069832,5,100,7.43749
6,5321,4500,0.0079275,5,100,7.43749
6,5321,4800,0.0027424,5,100,7.64615
6,5321,5100,0.0032537,5,100,7.64615
6,5321,5400,0.0056104,5,100,7.64615
6,5321,5700,0.0023773,5,100,7.64615
6,5321,6000,0.0036173,5,100,7.64615
6,5321,6300,0.0068041,5,100,7.65683
6,5321,6600,0.0024022,5,100,7.81607
6,5321,6900,0.001621,5,100,7.93872
6,5321,7200,0.0024594,5,100,8.47499
6,5321,7500,7.6889E-4,5,100,8.78262
6,5321,7800,0.0016983,5,100,8.78262
6,5321,8100,0.0017079,5,100,8.83715
6,5321,8400,0.0020498,5,100,8.83715
6,5321,8700,0.002182,5,100,8.83715
6,5321,9000,0.0012294,5,100,8.83715
6,5321,9300,0.0016778,5,100,8.83715
6,5321,9600,0.0011014,5,100,8.83715
6,5321,9900,0.0013784,5,100,8.86042
6,5321,10200,0.0017422,5,100,8.86042
6,5321,10500,0.0021783,5,100,8.87557
6,5321,10800,0.0015908,5,100,8.87557
6,5321,11100,0.0016753,5,100,8.87557
6,5321,11400,0.0019179,5,100,8.87557
6,5321,11700,0.0014482,5,100,8.87557
6,5321,12000,0.0015352,5,100,8.87557
6,5321,12300,0.0015743,5,100,8.87557
6,5321,12600,0.0014025,5,100,8.87557
6,5321,12900,0.0033459,5,100,8.87557
6,5321,13200,0.0027427,5,100,8.87557
6,5321,13500,0.0021064,5,100,8.87557
6,5321,13800,0.0017539,5,100,8.87557
6,5321,14100,0.0039592,5,100,8.87557
6,5321,14400,0.00222,5,100,8.89179
6,5321,14700,0.0039883,5,100,8.89179
6,5321,15000,0.0032742,5,100,8.89179
6,5321,15300,0.004435,5,100,8.89179
7,6600,300,31.33612,5,100,1.3924E-4
7,6600,600,28.40594,5,100,0.0019577
7,6600,900,28.89061,5,100,0.0019577
7,6600,1200,16.47909,5,100,0.06657
7,6600,1500,26.29535,5,100,0.06657
7,6600,1800,16.75346,5,100,0.06657
7,6600,2100,24.10749,5,100,0.06657
7,6600,2400,20.46887,5,100,0.06657
7,6600,2700,22.44702,5,100,0.06657
7,6600,3000,26.5765,5,100,0.06657
7,6600,3300,20.39313,5,100,0.06657
7,6600,3600,31.03767,5,100,0.06657
7,6600,3900,24.27703,5,100,0.06657
7,6600,4200,15.46586,5,100,0.06657
7,6600,4500,16.81063,5,100,0.06657
7,6600,4800,18.7644,5,100,0.06657
7,6600,5100,17.63253,5,100,0.06657
7,6600,5400,20.0228,5,100,2.02625
7,6600,5700,0.23424,5,100,9.23727
7,6600,6000,0.0069224,5,100,9.53626
7,6600,6300,0.006799,5,100,9.53626
7,6600,6600,0.0085942,5,100,9.57883
